                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.3076,                0.87222,                 1.3512,                0.93164,                0.92966,                0.95992,                0.62947,                 0.8955,                0.62107,                0.99393,               0.009439,               0.009439,               0.009439
                     20,                 1.3025,                0.86877,                 1.3521,                0.93424,                 0.9283,                0.96036,                0.63092,                0.89429,                0.61509,                0.99228,               0.009406,               0.009406,               0.009406
                     21,                 1.3061,                0.86402,                 1.3546,                0.93317,                0.92905,                0.96034,                0.63064,                0.89333,                0.61004,                0.99102,               0.009373,               0.009373,               0.009373
                     22,                 1.3005,                0.86271,                 1.3525,                0.93412,                0.92802,                0.96053,                0.63185,                0.89164,                0.60648,                0.99015,                0.00934,                0.00934,                0.00934
                     23,                 1.2993,                0.86435,                 1.3516,                0.93381,                 0.9283,                0.96058,                0.63259,                0.88893,                0.60621,                0.98749,               0.009307,               0.009307,               0.009307
                     24,                  1.298,                0.86085,                 1.3473,                0.93353,                0.92686,                0.96121,                0.63152,                0.88581,                0.60187,                0.98431,               0.009274,               0.009274,               0.009274
                     25,                  1.305,                0.87358,                  1.351,                0.93319,                 0.9257,                0.96054,                0.63206,                0.88446,                 0.6083,                0.98204,               0.009241,               0.009241,               0.009241
                     26,                 1.3007,                0.85501,                 1.3504,                0.93636,                0.92232,                0.96036,                0.63246,                0.88353,                0.61152,                0.98175,               0.009208,               0.009208,               0.009208
                     27,                 1.2985,                0.86144,                 1.3478,                0.93424,                 0.9264,                0.96052,                0.63297,                0.88253,                0.61542,                0.98054,               0.009175,               0.009175,               0.009175
                     28,                 1.2927,                 0.8638,                 1.3453,                0.93504,                0.92257,                 0.9608,                0.63366,                0.88164,                0.61686,                0.97962,               0.009142,               0.009142,               0.009142
                     29,                 1.2971,                0.85798,                 1.3481,                0.93418,                0.92423,                0.96004,                0.63324,                0.88178,                0.61893,                0.97952,               0.009109,               0.009109,               0.009109
                     30,                 1.2916,                0.85293,                  1.346,                0.93148,                0.92884,                0.96028,                0.63451,                0.88073,                0.61561,                0.97859,               0.009076,               0.009076,               0.009076
                     31,                 1.2917,                0.85449,                 1.3471,                0.93222,                0.93004,                0.96058,                0.63498,                0.88185,                0.61179,                 0.9793,               0.009043,               0.009043,               0.009043
                     32,                 1.2913,                0.85326,                 1.3405,                0.93264,                0.93102,                0.96045,                0.63479,                0.88183,                0.60582,                0.97947,                0.00901,                0.00901,                0.00901
                     33,                 1.2833,                0.85754,                 1.3389,                0.93337,                 0.9321,                 0.9608,                0.63486,                0.88188,                0.60286,                0.98009,               0.008977,               0.008977,               0.008977
                     34,                 1.2866,                0.85566,                 1.3417,                0.93193,                0.93237,                0.96038,                0.63417,                0.88139,                0.60112,                0.98007,               0.008944,               0.008944,               0.008944
                     35,                 1.2932,                0.85585,                  1.341,                0.93198,                0.93407,                0.96041,                0.63487,                0.88162,                0.59865,                0.98055,               0.008911,               0.008911,               0.008911
                     36,                 1.2894,                0.84417,                 1.3381,                0.92872,                0.93777,                 0.9611,                0.63545,                0.88122,                0.59528,                0.98012,               0.008878,               0.008878,               0.008878
                     37,                 1.2873,                0.85085,                 1.3412,                0.92769,                0.93726,                0.96133,                 0.6351,                0.88089,                0.59222,                0.97994,               0.008845,               0.008845,               0.008845
                     38,                 1.2838,                  0.844,                 1.3344,                0.92772,                0.93765,                0.96153,                0.63492,                0.88095,                0.59189,                0.97969,               0.008812,               0.008812,               0.008812
                     39,                 1.2832,                0.84147,                 1.3341,                0.92685,                0.93699,                0.96111,                0.63475,                0.88027,                0.59316,                0.97923,               0.008779,               0.008779,               0.008779
                     40,                 1.2874,                0.84518,                 1.3383,                0.92816,                0.93645,                0.96109,                0.63543,                0.87996,                0.59903,                0.97886,               0.008746,               0.008746,               0.008746
                     41,                 1.2834,                0.84667,                 1.3412,                0.92552,                0.93828,                0.96115,                0.63551,                 0.8798,                0.59852,                0.97908,               0.008713,               0.008713,               0.008713
                     42,                 1.2882,                0.84981,                 1.3399,                0.92744,                0.93722,                0.96111,                0.63607,                0.87985,                0.60119,                 0.9791,                0.00868,                0.00868,                0.00868
                     43,                  1.283,                0.84751,                 1.3337,                0.92775,                0.93816,                0.96151,                0.63633,                0.87881,                 0.6079,                0.97822,               0.008647,               0.008647,               0.008647
                     44,                 1.2832,                0.84476,                 1.3353,                0.92678,                0.93845,                0.96164,                0.63667,                0.87822,                0.60688,                0.97725,               0.008614,               0.008614,               0.008614
                     45,                 1.2796,                0.83918,                 1.3328,                0.92927,                0.93509,                0.96118,                0.63624,                0.87715,                0.60477,                0.97608,               0.008581,               0.008581,               0.008581
                     46,                 1.2805,                0.83542,                 1.3313,                0.93041,                  0.934,                0.96081,                0.63695,                0.87612,                0.59938,                0.97477,               0.008548,               0.008548,               0.008548
                     47,                 1.2826,                0.83773,                 1.3303,                0.92725,                0.93459,                0.96117,                0.63663,                0.87564,                0.59694,                0.97366,               0.008515,               0.008515,               0.008515
                     48,                 1.2789,                0.83474,                 1.3325,                0.93078,                0.93373,                 0.9617,                0.63684,                0.87463,                0.59807,                0.97275,               0.008482,               0.008482,               0.008482
                     49,                 1.2826,                0.84037,                  1.332,                0.92933,                0.93618,                 0.9616,                0.63685,                0.87346,                0.59884,                0.97123,               0.008449,               0.008449,               0.008449
                     50,                 1.2799,                0.83585,                  1.331,                0.92821,                0.93781,                 0.9615,                0.63661,                0.87316,                 0.5991,                0.97047,               0.008416,               0.008416,               0.008416
                     51,                 1.2763,                0.83235,                 1.3339,                0.92797,                0.93726,                 0.9616,                0.63773,                0.87184,                0.59709,                0.96906,               0.008383,               0.008383,               0.008383
                     52,                 1.2743,                0.82913,                  1.328,                0.93078,                0.93808,                0.96276,                0.63813,                0.87051,                0.59232,                0.96822,                0.00835,                0.00835,                0.00835
                     53,                 1.2703,                0.84165,                 1.3262,                0.93129,                0.93645,                0.96302,                 0.6394,                0.87009,                0.59035,                0.96786,               0.008317,               0.008317,               0.008317
                     54,                 1.2777,                0.83837,                   1.33,                0.93082,                0.93912,                0.96295,                0.63978,                0.86869,                0.58557,                0.96747,               0.008284,               0.008284,               0.008284
                     55,                 1.2756,                0.83219,                 1.3308,                0.92943,                0.93971,                0.96269,                0.63994,                0.86727,                0.58357,                0.96701,               0.008251,               0.008251,               0.008251
                     56,                 1.2717,                0.82635,                 1.3263,                0.93172,                0.93769,                0.96282,                 0.6403,                0.86663,                0.58663,                0.96667,               0.008218,               0.008218,               0.008218
                     57,                 1.2746,                0.83354,                 1.3272,                0.93116,                0.93679,                0.96225,                0.64094,                0.86628,                0.58308,                 0.9661,               0.008185,               0.008185,               0.008185
                     58,                 1.2692,                0.82576,                 1.3226,                0.93068,                 0.9371,                0.96281,                0.64145,                0.86611,                0.58169,                0.96553,               0.008152,               0.008152,               0.008152
                     59,                 1.2692,                0.82917,                 1.3222,                0.93005,                0.93886,                0.96288,                0.64163,                0.86572,                0.58064,                0.96508,               0.008119,               0.008119,               0.008119
                     60,                 1.2678,                0.82211,                 1.3242,                 0.9318,                0.93862,                0.96304,                0.64136,                0.86532,                0.57736,                0.96456,               0.008086,               0.008086,               0.008086
                     61,                  1.268,                0.82007,                 1.3192,                 0.9316,                0.93916,                0.96328,                0.64154,                 0.8659,                0.57532,                0.96491,               0.008053,               0.008053,               0.008053
                     62,                 1.2743,                0.82108,                 1.3264,                0.93211,                0.93967,                 0.9629,                0.64165,                 0.8662,                0.57613,                  0.965,                0.00802,                0.00802,                0.00802
                     63,                 1.2672,                0.82826,                 1.3214,                 0.9316,                0.93998,                0.96316,                0.64144,                0.86593,                0.57338,                0.96464,               0.007987,               0.007987,               0.007987
                     64,                 1.2629,                0.82549,                 1.3228,                0.93211,                0.93963,                0.96375,                0.64095,                0.86507,                0.57368,                 0.9643,               0.007954,               0.007954,               0.007954
                     65,                 1.2579,                0.82334,                 1.3171,                0.93037,                0.93995,                0.96301,                0.64162,                0.86417,                0.57378,                0.96366,               0.007921,               0.007921,               0.007921
                     66,                 1.2679,                0.82306,                 1.3224,                0.93047,                0.93862,                0.96272,                0.64175,                0.86307,                 0.5727,                0.96312,               0.007888,               0.007888,               0.007888
                     67,                 1.2712,                0.82703,                 1.3209,                0.92885,                0.93957,                0.96298,                0.64133,                0.86281,                0.57491,                0.96302,               0.007855,               0.007855,               0.007855
                     68,                 1.2707,                0.81238,                 1.3184,                0.93082,                 0.9392,                 0.9631,                0.64159,                0.86307,                0.57409,                0.96271,               0.007822,               0.007822,               0.007822
                     69,                 1.2659,                0.81886,                 1.3202,                0.93163,                0.94052,                0.96407,                0.64195,                0.86275,                 0.5716,                0.96216,               0.007789,               0.007789,               0.007789
                     70,                 1.2688,                0.81472,                 1.3171,                0.93345,                0.94094,                 0.9638,                 0.6427,                0.86266,                0.57007,                 0.9616,               0.007756,               0.007756,               0.007756
                     71,                 1.2642,                0.82198,                 1.3159,                 0.9338,                0.94246,                0.96417,                0.64295,                 0.8626,                0.56798,                0.96139,               0.007723,               0.007723,               0.007723
                     72,                 1.2633,                0.81674,                 1.3163,                 0.9321,                0.94333,                 0.9641,                 0.6432,                0.86242,                0.56778,                 0.9609,                0.00769,                0.00769,                0.00769
                     73,                 1.2668,                0.81395,                 1.3209,                0.93402,                0.94198,                0.96425,                0.64374,                0.86253,                0.56733,                0.96061,               0.007657,               0.007657,               0.007657
                     74,                 1.2569,                0.81437,                 1.3121,                  0.933,                0.94176,                0.96379,                 0.6439,                0.86199,                0.57032,                0.96073,               0.007624,               0.007624,               0.007624
                     75,                 1.2584,                0.81386,                 1.3176,                0.93403,                0.94269,                0.96399,                0.64382,                0.86158,                0.57271,                0.96061,               0.007591,               0.007591,               0.007591
                     76,                 1.2573,                 0.8157,                 1.3174,                0.93406,                0.94351,                0.96406,                0.64408,                0.86191,                0.57209,                0.96099,               0.007558,               0.007558,               0.007558
                     77,                 1.2565,                0.80996,                 1.3174,                 0.9357,                0.94242,                0.96401,                0.64491,                0.86198,                0.56959,                0.96125,               0.007525,               0.007525,               0.007525
                     78,                 1.2526,                0.80787,                 1.3134,                0.93359,                0.94161,                0.96402,                0.64578,                0.86161,                0.57214,                0.96101,               0.007492,               0.007492,               0.007492
                     79,                 1.2595,                0.81343,                 1.3133,                0.93448,                0.94324,                0.96456,                0.64636,                0.86025,                 0.5716,                0.96012,               0.007459,               0.007459,               0.007459
                     80,                 1.2627,                0.80698,                 1.3107,                0.93322,                0.94505,                0.96467,                0.64578,                 0.8588,                0.56847,                0.95909,               0.007426,               0.007426,               0.007426
                     81,                 1.2548,                0.80477,                   1.31,                0.93421,                 0.9449,                0.96474,                0.64641,                0.85819,                0.56643,                0.95813,               0.007393,               0.007393,               0.007393
                     82,                 1.2589,                0.80835,                 1.3111,                0.93736,                0.94288,                0.96471,                0.64748,                0.85807,                0.56379,                0.95759,                0.00736,                0.00736,                0.00736
                     83,                 1.2527,                0.80413,                 1.3109,                0.93646,                0.94467,                0.96419,                0.64729,                0.85828,                0.56167,                 0.9577,               0.007327,               0.007327,               0.007327
                     84,                 1.2613,                0.81258,                 1.3136,                0.93675,                0.94378,                0.96479,                0.64791,                0.85857,                0.56058,                0.95706,               0.007294,               0.007294,               0.007294
                     85,                 1.2541,                0.80621,                 1.3135,                0.93464,                 0.9446,                0.96447,                0.64784,                0.85802,                0.55848,                0.95673,               0.007261,               0.007261,               0.007261
                     86,                 1.2526,                0.80455,                 1.3078,                 0.9347,                0.94541,                0.96566,                0.64796,                0.85788,                0.55576,                0.95641,               0.007228,               0.007228,               0.007228
                     87,                 1.2505,                0.80067,                 1.3072,                0.93483,                0.94671,                0.96518,                 0.6477,                0.85722,                  0.555,                0.95583,               0.007195,               0.007195,               0.007195
                     88,                 1.2487,                0.80109,                 1.3088,                0.93463,                0.94743,                 0.9654,                0.64824,                0.85691,                0.55378,                 0.9556,               0.007162,               0.007162,               0.007162
