                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.3292,                0.91623,                 1.3856,                0.93575,                 0.8979,                0.95088,                0.61194,                0.91494,                0.71016,                 1.0223,               0.009274,               0.009274,               0.009274
                     25,                  1.332,                0.92419,                 1.3907,                 0.9345,                0.89897,                0.95105,                0.61222,                 0.9145,                0.70905,                 1.0218,               0.009241,               0.009241,               0.009241
                     26,                 1.3292,                0.89675,                 1.3861,                0.93362,                0.90005,                0.95145,                0.61246,                0.91373,                 0.7136,                 1.0213,               0.009208,               0.009208,               0.009208
                     27,                 1.3248,                0.90442,                 1.3826,                0.93244,                0.90331,                0.95101,                0.61251,                0.91387,                0.71213,                 1.0208,               0.009175,               0.009175,               0.009175
                     28,                 1.3256,                0.91323,                 1.3785,                0.93276,                0.90417,                 0.9512,                0.61313,                0.91307,                0.70703,                 1.0194,               0.009142,               0.009142,               0.009142
                     29,                  1.323,                 0.9062,                 1.3815,                 0.9334,                 0.9059,                 0.9513,                0.61327,                0.91245,                0.69867,                 1.0186,               0.009109,               0.009109,               0.009109
                     30,                 1.3181,                0.89688,                 1.3773,                0.93174,                0.90494,                0.95115,                0.61415,                0.91185,                 0.6957,                 1.0179,               0.009076,               0.009076,               0.009076
                     31,                  1.324,                0.89406,                 1.3807,                0.92969,                0.90852,                0.95134,                0.61473,                0.90964,                0.69119,                 1.0161,               0.009043,               0.009043,               0.009043
                     32,                 1.3191,                0.89359,                 1.3731,                0.92971,                0.90929,                 0.9524,                0.61588,                0.90802,                0.68305,                 1.0145,                0.00901,                0.00901,                0.00901
                     33,                  1.316,                0.89224,                 1.3712,                0.93134,                0.91065,                0.95224,                0.61616,                0.90521,                0.68155,                 1.0117,               0.008977,               0.008977,               0.008977
                     34,                 1.3187,                 0.8956,                 1.3712,                0.93412,                0.90847,                0.95251,                0.61713,                0.90276,                0.67466,                 1.0096,               0.008944,               0.008944,               0.008944
                     35,                 1.3164,                0.89465,                  1.367,                0.93224,                0.90983,                 0.9527,                0.61773,                0.90095,                0.67355,                 1.0079,               0.008911,               0.008911,               0.008911
                     36,                 1.3128,                0.87952,                 1.3619,                0.93329,                 0.9101,                0.95292,                0.61824,                0.89917,                0.67148,                 1.0059,               0.008878,               0.008878,               0.008878
                     37,                 1.3095,                0.88693,                 1.3639,                0.93392,                0.91092,                 0.9524,                0.61847,                0.89946,                0.67024,                 1.0054,               0.008845,               0.008845,               0.008845
                     38,                 1.3096,                0.88249,                 1.3657,                0.93452,                0.91084,                0.95239,                0.61902,                0.89844,                  0.666,                 1.0048,               0.008812,               0.008812,               0.008812
                     39,                 1.3067,                0.87973,                 1.3635,                0.93533,                0.91173,                0.95238,                0.61988,                0.89832,                0.66399,                 1.0046,               0.008779,               0.008779,               0.008779
                     40,                 1.3095,                0.88218,                  1.365,                0.93359,                0.91258,                0.95355,                 0.6203,                0.89735,                0.66569,                 1.0034,               0.008746,               0.008746,               0.008746
                     41,                 1.3061,                 0.8769,                 1.3643,                0.93449,                0.91363,                0.95332,                0.62079,                0.89543,                0.66273,                  1.002,               0.008713,               0.008713,               0.008713
                     42,                  1.308,                0.87884,                 1.3668,                0.93595,                0.91284,                0.95495,                0.62114,                0.89454,                0.66251,                 1.0021,                0.00868,                0.00868,                0.00868
                     43,                 1.3047,                0.88063,                 1.3601,                0.93656,                0.91581,                0.95581,                0.62166,                0.89374,                0.66658,                 1.0014,               0.008647,               0.008647,               0.008647
                     44,                 1.3046,                0.87719,                 1.3605,                0.93446,                0.91554,                0.95519,                0.62182,                0.89304,                0.66663,                 1.0006,               0.008614,               0.008614,               0.008614
                     45,                 1.2988,                0.86979,                 1.3573,                0.93336,                0.91669,                 0.9556,                0.62353,                0.89343,                0.66509,                 1.0007,               0.008581,               0.008581,               0.008581
                     46,                 1.2981,                0.86866,                 1.3525,                 0.9346,                0.91554,                0.95589,                0.62413,                0.89307,                0.66151,                      1,               0.008548,               0.008548,               0.008548
                     47,                 1.3021,                0.86658,                 1.3499,                 0.9347,                0.91739,                0.95649,                0.62412,                0.89313,                0.66086,                0.99928,               0.008515,               0.008515,               0.008515
                     48,                 1.2989,                0.86636,                 1.3581,                0.93532,                0.91902,                0.95678,                0.62407,                0.89227,                 0.6513,                0.99863,               0.008482,               0.008482,               0.008482
                     49,                 1.3051,                0.86539,                 1.3586,                0.93642,                0.91852,                0.95756,                0.62535,                0.89234,                0.64295,                0.99836,               0.008449,               0.008449,               0.008449
                     50,                 1.2989,                0.86088,                 1.3546,                0.93832,                0.91744,                0.95749,                0.62562,                0.89197,                0.63908,                 0.9976,               0.008416,               0.008416,               0.008416
                     51,                 1.2979,                0.86042,                 1.3579,                0.93854,                0.91663,                0.95772,                0.62647,                0.89102,                 0.6341,                0.99612,               0.008383,               0.008383,               0.008383
                     52,                 1.2984,                0.85629,                  1.352,                0.93678,                0.91752,                0.95803,                 0.6265,                0.89049,                0.63513,                0.99484,                0.00835,                0.00835,                0.00835
                     53,                 1.2892,                0.86776,                 1.3496,                0.93698,                0.91669,                0.95764,                0.62754,                 0.8893,                 0.6329,                0.99358,               0.008317,               0.008317,               0.008317
                     54,                 1.2954,                0.86458,                 1.3524,                0.93453,                0.91882,                 0.9573,                0.62816,                0.88886,                0.63257,                0.99304,               0.008284,               0.008284,               0.008284
                     55,                 1.2923,                0.85706,                 1.3512,                0.93549,                 0.9176,                0.95738,                0.62827,                 0.8887,                0.62782,                0.99238,               0.008251,               0.008251,               0.008251
                     56,                  1.287,                0.85207,                 1.3455,                0.93611,                0.91771,                0.95771,                0.62933,                0.88711,                0.62274,                0.99095,               0.008218,               0.008218,               0.008218
                     57,                 1.2943,                0.85752,                 1.3465,                0.93644,                0.91798,                0.95788,                0.62973,                 0.8867,                0.61791,                0.99027,               0.008185,               0.008185,               0.008185
                     58,                 1.2889,                0.85142,                 1.3447,                0.93792,                0.91912,                 0.9583,                0.63042,                0.88504,                0.61415,                0.98904,               0.008152,               0.008152,               0.008152
                     59,                 1.2876,                0.85491,                 1.3452,                0.93788,                0.91852,                0.95822,                0.63077,                0.88376,                0.61024,                0.98827,               0.008119,               0.008119,               0.008119
                     60,                 1.2825,                0.84661,                 1.3445,                0.94021,                0.91818,                0.95853,                0.63056,                0.88291,                0.60837,                0.98765,               0.008086,               0.008086,               0.008086
                     61,                 1.2855,                0.84712,                 1.3403,                0.93596,                0.92097,                0.95843,                0.63145,                0.88258,                0.60698,                0.98758,               0.008053,               0.008053,               0.008053
                     62,                  1.287,                0.85013,                 1.3441,                0.94098,                0.91771,                0.95846,                0.63183,                 0.8817,                0.60858,                0.98722,                0.00802,                0.00802,                0.00802
                     63,                 1.2825,                 0.8512,                 1.3415,                 0.9405,                0.91875,                0.95924,                0.63191,                0.88127,                0.60888,                0.98687,               0.007987,               0.007987,               0.007987
                     64,                 1.2834,                0.84773,                 1.3433,                0.94226,                0.91751,                 0.9595,                0.63196,                0.88001,                0.61326,                0.98565,               0.007954,               0.007954,               0.007954
                     65,                 1.2801,                0.84266,                 1.3392,                0.94169,                0.91662,                0.95836,                0.63146,                0.87945,                0.60863,                0.98458,               0.007921,               0.007921,               0.007921
                     66,                 1.2839,                0.84424,                 1.3443,                0.94087,                0.91744,                 0.9583,                0.63225,                0.87846,                0.60232,                0.98374,               0.007888,               0.007888,               0.007888
                     67,                 1.2876,                0.84648,                 1.3382,                0.94152,                0.91825,                0.95904,                0.63264,                0.87774,                0.60041,                0.98275,               0.007855,               0.007855,               0.007855
                     68,                 1.2853,                0.83331,                 1.3356,                0.94259,                0.91825,                0.95903,                0.63327,                0.87724,                0.59629,                0.98159,               0.007822,               0.007822,               0.007822
                     69,                  1.282,                0.84174,                 1.3408,                0.94193,                0.91961,                0.95964,                0.63365,                0.87684,                0.59509,                0.98058,               0.007789,               0.007789,               0.007789
                     70,                 1.2838,                0.83839,                 1.3346,                 0.9426,                0.91879,                0.96015,                0.63399,                 0.8764,                0.59135,                0.97965,               0.007756,               0.007756,               0.007756
