                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.3685,                 0.8851,                 1.2949,                0.85891,                 0.8707,                0.89921,                0.54331,                 1.1185,                0.83845,                 1.1587,               0.008548,               0.008548,               0.008548
                     47,                 1.3559,                0.87587,                 1.2923,                0.83996,                  0.878,                0.88964,                0.53949,                 1.1047,                0.98216,                  1.157,               0.008515,               0.008515,               0.008515
                     48,                 1.3363,                 0.8684,                 1.2906,                0.86956,                0.88321,                0.90463,                0.54683,                 1.1174,                0.77335,                 1.1617,               0.008482,               0.008482,               0.008482
                     49,                 1.3586,                0.86899,                  1.289,                0.86962,                0.87591,                0.90693,                0.54361,                 1.1079,                0.79844,                  1.152,               0.008449,               0.008449,               0.008449
                     50,                 1.3401,                0.86628,                 1.2789,                0.86212,                0.87368,                0.90761,                0.54963,                 1.1118,                0.79602,                 1.1447,               0.008416,               0.008416,               0.008416
                     51,                 1.3612,                0.85779,                 1.2926,                0.85286,                 0.8885,                0.90881,                0.54652,                 1.1095,                0.77124,                 1.1443,               0.008383,               0.008383,               0.008383
                     52,                 1.3515,                0.87129,                 1.2878,                0.87504,                 0.8707,                0.90224,                0.54603,                 1.1086,                0.83993,                 1.1476,                0.00835,                0.00835,                0.00835
                     53,                 1.3508,                0.84274,                 1.2876,                0.87805,                0.87845,                0.90767,                0.54534,                 1.1169,                0.88067,                  1.152,               0.008317,               0.008317,               0.008317
                     54,                 1.3377,                0.84584,                   1.29,                 0.8729,                0.87696,                0.90827,                0.54146,                 1.1105,                0.88423,                 1.1451,               0.008284,               0.008284,               0.008284
                     55,                 1.3405,                0.82836,                 1.2848,                 0.8528,                0.88947,                0.90961,                0.55205,                 1.1132,                0.78356,                 1.1471,               0.008251,               0.008251,               0.008251
                     56,                 1.3292,                 0.8408,                 1.2826,                0.87484,                  0.878,                0.90862,                0.55349,                 1.0917,                0.84411,                 1.1326,               0.008218,               0.008218,               0.008218
                     57,                  1.328,                0.83389,                  1.282,                 0.8632,                0.89487,                 0.9122,                0.55562,                 1.0941,                0.77405,                 1.1444,               0.008185,               0.008185,               0.008185
                     58,                  1.332,                0.84766,                 1.2851,                0.86733,                  0.893,                0.91068,                0.55121,                 1.1106,                 0.7571,                 1.1543,               0.008152,               0.008152,               0.008152
                     59,                  1.318,                0.83198,                 1.2641,                 0.8648,                0.88008,                0.90841,                0.55432,                 1.1149,                  0.743,                 1.1583,               0.008119,               0.008119,               0.008119
                     60,                 1.3332,                0.82992,                 1.2713,                0.87105,                0.88425,                0.91743,                0.55986,                 1.0951,                0.78199,                 1.1461,               0.008086,               0.008086,               0.008086
                     61,                 1.3196,                0.82294,                 1.2673,                0.87104,                0.87332,                0.90458,                0.54739,                 1.1085,                0.83865,                 1.1584,               0.008053,               0.008053,               0.008053
                     62,                 1.3139,                 0.8167,                 1.2583,                0.86648,                0.88843,                 0.9024,                0.54767,                 1.1169,                0.83711,                 1.1561,                0.00802,                0.00802,                0.00802
                     63,                 1.3191,                0.81791,                  1.268,                0.86576,                0.87904,                0.90304,                0.55031,                 1.1058,                0.77592,                 1.1414,               0.007987,               0.007987,               0.007987
                     64,                 1.3208,                0.83078,                 1.2677,                0.86844,                0.86757,                0.90023,                 0.5485,                 1.0954,                0.80763,                 1.1321,               0.007954,               0.007954,               0.007954
                     65,                 1.3138,                 0.8185,                 1.2727,                0.87132,                0.87591,                  0.907,                0.55392,                 1.0933,                 0.7739,                 1.1355,               0.007921,               0.007921,               0.007921
                     66,                 1.3028,                0.80735,                 1.2592,                0.86736,                0.89328,                0.91101,                0.55782,                 1.0846,                0.74184,                 1.1319,               0.007888,               0.007888,               0.007888
                     67,                 1.3121,                0.81122,                 1.2577,                0.87154,                 0.8926,                0.90754,                0.56023,                 1.0784,                0.72952,                 1.1219,               0.007855,               0.007855,               0.007855
                     68,                 1.2998,                0.81227,                 1.2567,                0.87345,                 0.8924,                 0.9105,                0.55673,                 1.1012,                0.71667,                 1.1382,               0.007822,               0.007822,               0.007822
                     69,                 1.3041,                0.80092,                 1.2596,                0.84653,                0.90304,                0.90675,                0.55554,                 1.0911,                0.71934,                 1.1396,               0.007789,               0.007789,               0.007789
                     70,                 1.3043,                 0.7962,                 1.2581,                0.88072,                0.87775,                0.90865,                0.56077,                 1.0995,                  0.707,                  1.146,               0.007756,               0.007756,               0.007756
                     71,                 1.3078,                0.81116,                 1.2609,                0.87252,                 0.8921,                0.91048,                0.56399,                 1.0997,                0.69442,                 1.1474,               0.007723,               0.007723,               0.007723
                     72,                 1.2779,                0.77684,                 1.2454,                0.87702,                0.88425,                0.90755,                0.56609,                  1.085,                0.71408,                 1.1384,                0.00769,                0.00769,                0.00769
                     73,                 1.2963,                0.78871,                  1.255,                0.88203,                0.88878,                0.90987,                0.56128,                  1.094,                0.73842,                 1.1435,               0.007657,               0.007657,               0.007657
                     74,                 1.2829,                0.79068,                 1.2416,                0.88182,                0.89155,                0.91214,                0.56536,                 1.1016,                0.71651,                  1.154,               0.007624,               0.007624,               0.007624
                     75,                 1.2904,                0.79363,                 1.2434,                0.87981,                0.89364,                0.91815,                0.56869,                 1.0882,                0.70571,                 1.1418,               0.007591,               0.007591,               0.007591
                     76,                 1.2782,                0.78284,                 1.2374,                0.86621,                0.89885,                0.91541,                0.56875,                 1.0831,                0.67856,                 1.1368,               0.007558,               0.007558,               0.007558
                     77,                 1.2784,                0.77587,                 1.2433,                0.86513,                0.90094,                0.91711,                0.56827,                 1.0893,                0.67343,                 1.1385,               0.007525,               0.007525,               0.007525
                     78,                 1.2833,                0.78411,                 1.2432,                0.87637,                0.88947,                0.91553,                0.56982,                 1.0839,                0.67704,                 1.1313,               0.007492,               0.007492,               0.007492
                     79,                 1.2774,                0.78614,                 1.2442,                0.88472,                0.87696,                0.91546,                0.56818,                 1.0825,                0.69953,                 1.1251,               0.007459,               0.007459,               0.007459
                     80,                 1.2677,                0.77183,                 1.2477,                0.88593,                0.87904,                0.91446,                0.56619,                 1.0814,                0.69553,                 1.1263,               0.007426,               0.007426,               0.007426
                     81,                 1.2685,                0.77607,                 1.2478,                0.88188,                0.87976,                0.91495,                0.56877,                 1.0871,                0.69666,                  1.132,               0.007393,               0.007393,               0.007393
                     82,                 1.2752,                0.77186,                 1.2409,                0.88553,                0.88217,                0.91995,                0.57034,                 1.0825,                0.68305,                 1.1275,                0.00736,                0.00736,                0.00736
                     83,                 1.2603,                0.76783,                 1.2266,                0.87815,                 0.8943,                0.91819,                0.57025,                 1.0859,                 0.6766,                  1.132,               0.007327,               0.007327,               0.007327
                     84,                 1.2705,                0.77257,                 1.2347,                 0.8707,                0.88738,                0.91152,                0.56537,                  1.091,                0.67905,                 1.1384,               0.007294,               0.007294,               0.007294
                     85,                 1.2728,                0.77613,                  1.238,                  0.876,                0.88634,                 0.9155,                0.57044,                  1.093,                0.66801,                 1.1392,               0.007261,               0.007261,               0.007261
                     86,                 1.2608,                 0.7615,                 1.2205,                0.87715,                0.88738,                0.91756,                0.57142,                 1.0919,                0.67204,                 1.1363,               0.007228,               0.007228,               0.007228
                     87,                 1.2634,                0.76864,                 1.2323,                0.87857,                0.88272,                0.91218,                0.56846,                 1.0916,                0.67585,                 1.1356,               0.007195,               0.007195,               0.007195
                     88,                 1.2489,                0.75341,                 1.2191,                0.87293,                0.90094,                0.91414,                0.56966,                 1.0911,                0.66905,                 1.1306,               0.007162,               0.007162,               0.007162
                     89,                 1.2645,                0.76858,                 1.2317,                0.88184,                0.89497,                0.91624,                0.57276,                 1.0868,                0.66435,                  1.129,               0.007129,               0.007129,               0.007129
                     90,                 1.2615,                 0.7528,                 1.2221,                0.88375,                0.89573,                0.91864,                0.57243,                 1.0835,                0.66471,                 1.1266,               0.007096,               0.007096,               0.007096
                     91,                 1.2506,                0.76572,                 1.2206,                0.87962,                0.89909,                0.92132,                0.57284,                 1.0836,                0.66742,                 1.1247,               0.007063,               0.007063,               0.007063
                     92,                 1.2505,                0.74821,                  1.229,                0.87935,                0.89682,                0.92027,                0.57287,                 1.0837,                 0.6652,                 1.1238,                0.00703,                0.00703,                0.00703
                     93,                 1.2504,                0.75584,                 1.2265,                0.88218,                0.89788,                0.91864,                0.57098,                  1.088,                0.67337,                 1.1275,               0.006997,               0.006997,               0.006997
                     94,                 1.2552,                0.74627,                 1.2266,                0.88435,                0.90106,                0.91913,                0.56961,                  1.089,                0.68276,                 1.1301,               0.006964,               0.006964,               0.006964
                     95,                 1.2354,                0.73853,                 1.2227,                0.88649,                0.89576,                0.91839,                0.57083,                 1.0878,                0.67925,                 1.1291,               0.006931,               0.006931,               0.006931
                     96,                 1.2589,                 0.7575,                  1.223,                0.88287,                0.89602,                0.91654,                0.57244,                 1.0897,                0.67834,                  1.134,               0.006898,               0.006898,               0.006898
                     97,                 1.2483,                0.73564,                 1.2245,                0.87886,                0.90025,                0.91655,                0.57072,                 1.0924,                0.68092,                 1.1387,               0.006865,               0.006865,               0.006865
                     98,                  1.235,                0.73212,                 1.2231,                0.87933,                0.90302,                 0.9145,                0.56835,                 1.0939,                0.68575,                 1.1413,               0.006832,               0.006832,               0.006832
                     99,                 1.2409,                0.73239,                 1.2232,                0.87755,                0.90094,                0.91453,                0.56902,                 1.0945,                0.67953,                 1.1445,               0.006799,               0.006799,               0.006799
                    100,                 1.2395,                0.74649,                 1.2211,                 0.8845,                0.89364,                0.91557,                0.56987,                 1.0927,                0.67326,                 1.1433,               0.006766,               0.006766,               0.006766
                    101,                  1.225,                0.73524,                 1.2076,                0.88647,                0.89572,                0.91596,                0.57083,                 1.0946,                0.67009,                 1.1455,               0.006733,               0.006733,               0.006733
                    102,                 1.2271,                0.73307,                 1.2109,                0.88185,                0.89885,                0.91733,                0.57153,                  1.094,                0.67057,                 1.1454,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.2333,                0.72512,                 1.2138,                0.87958,                0.90198,                0.91616,                0.57056,                 1.0908,                0.67192,                 1.1424,               0.006667,               0.006667,               0.006667
                    104,                 1.2267,                0.71699,                 1.2178,                0.87995,                 0.8999,                0.91548,                0.56851,                 1.0906,                0.66846,                 1.1431,               0.006634,               0.006634,               0.006634
                    105,                 1.2229,                0.72087,                 1.2084,                0.87983,                0.90198,                0.91769,                0.57018,                   1.09,                0.67157,                  1.142,               0.006601,               0.006601,               0.006601
                    106,                 1.2152,                0.71815,                 1.2088,                0.87813,                 0.9016,                0.91713,                  0.571,                 1.0897,                0.67266,                  1.142,               0.006568,               0.006568,               0.006568
                    107,                 1.2227,                0.72795,                 1.2177,                0.87862,                 0.8982,                0.91721,                0.57072,                 1.0892,                0.67092,                  1.142,               0.006535,               0.006535,               0.006535
                    108,                 1.2227,                0.72517,                 1.2044,                0.87452,                0.90302,                0.91684,                 0.5721,                 1.0877,                0.67052,                  1.142,               0.006502,               0.006502,               0.006502
                    109,                 1.2052,                0.71361,                 1.2018,                0.88506,                0.89155,                0.91752,                0.57232,                  1.088,                0.67021,                   1.14,               0.006469,               0.006469,               0.006469
                    110,                 1.2079,                0.70624,                 1.2011,                0.87979,                0.89677,                0.91697,                0.57408,                 1.0868,                 0.6713,                 1.1387,               0.006436,               0.006436,               0.006436
                    111,                 1.2172,                0.71542,                 1.2026,                0.88002,                0.89677,                0.91596,                0.57285,                 1.0855,                0.66851,                 1.1377,               0.006403,               0.006403,               0.006403
                    112,                 1.2137,                0.72134,                 1.2008,                0.88153,                 0.8923,                 0.9149,                0.57294,                 1.0826,                0.66581,                 1.1348,                0.00637,                0.00637,                0.00637
                    113,                 1.2204,                0.70374,                 1.2089,                0.88204,                0.89051,                0.91478,                0.57345,                 1.0816,                 0.6658,                 1.1326,               0.006337,               0.006337,               0.006337
                    114,                 1.2045,                0.70007,                 1.1999,                0.88161,                0.89294,                  0.915,                0.57213,                  1.081,                0.66645,                 1.1332,               0.006304,               0.006304,               0.006304
                    115,                 1.2183,                 0.7163,                 1.2091,                 0.8862,                0.89155,                0.91553,                0.57211,                 1.0818,                0.66435,                 1.1339,               0.006271,               0.006271,               0.006271
                    116,                 1.2078,                0.71742,                 1.2022,                 0.8791,                0.89155,                0.91303,                 0.5717,                 1.0822,                0.66344,                 1.1357,               0.006238,               0.006238,               0.006238
                    117,                 1.2006,                0.71623,                 1.2032,                0.87967,                0.89189,                0.91325,                0.57154,                 1.0828,                0.66133,                 1.1363,               0.006205,               0.006205,               0.006205
                    118,                 1.2101,                0.70549,                 1.1941,                0.88254,                0.89312,                0.91459,                 0.5714,                 1.0826,                0.66076,                 1.1363,               0.006172,               0.006172,               0.006172
                    119,                 1.2016,                0.70562,                 1.1966,                0.88409,                0.88947,                0.91332,                0.57067,                 1.0823,                0.66162,                 1.1364,               0.006139,               0.006139,               0.006139
                    120,                 1.2109,                0.69691,                 1.1983,                0.88531,                0.89051,                0.91363,                0.57196,                 1.0816,                0.66173,                 1.1366,               0.006106,               0.006106,               0.006106
                    121,                 1.1926,                0.69935,                 1.1896,                0.89075,                0.88425,                0.91533,                0.57261,                 1.0808,                0.66132,                 1.1358,               0.006073,               0.006073,               0.006073
                    122,                  1.199,                0.70828,                 1.1989,                0.88807,                0.88634,                0.91289,                0.57154,                 1.0797,                0.66097,                 1.1338,                0.00604,                0.00604,                0.00604
                    123,                 1.2019,                0.70208,                 1.1933,                0.88821,                0.88654,                0.91552,                0.57243,                 1.0792,                0.65963,                 1.1332,               0.006007,               0.006007,               0.006007
                    124,                 1.1781,                0.68452,                 1.1827,                0.88828,                0.88711,                0.91489,                0.57068,                 1.0785,                0.65997,                 1.1328,               0.005974,               0.005974,               0.005974
                    125,                 1.1899,                0.68164,                 1.1864,                0.88788,                0.88634,                0.91624,                0.57102,                 1.0786,                0.65781,                 1.1326,               0.005941,               0.005941,               0.005941
                    126,                 1.2035,                 0.6895,                 1.1975,                0.88739,                0.88749,                0.91619,                0.57114,                 1.0788,                0.65772,                 1.1327,               0.005908,               0.005908,               0.005908
                    127,                 1.1914,                0.68685,                 1.1841,                0.88743,                0.88843,                0.91606,                0.57118,                 1.0779,                0.65721,                 1.1321,               0.005875,               0.005875,               0.005875
                    128,                 1.1671,                0.67331,                 1.1721,                0.88647,                0.88843,                0.91245,                0.57089,                 1.0779,                0.65698,                 1.1317,               0.005842,               0.005842,               0.005842
                    129,                 1.1972,                 0.7026,                 1.1849,                0.88661,                0.88947,                0.91234,                0.57113,                 1.0777,                0.65619,                 1.1319,               0.005809,               0.005809,               0.005809
                    130,                 1.1811,                 0.6843,                 1.1838,                0.88861,                0.89051,                0.91359,                0.57216,                 1.0767,                0.65677,                 1.1321,               0.005776,               0.005776,               0.005776
                    131,                 1.1808,                 0.6821,                 1.1861,                0.88705,                0.89468,                  0.914,                 0.5725,                 1.0773,                0.65705,                 1.1323,               0.005743,               0.005743,               0.005743
                    132,                 1.1745,                0.68528,                 1.1771,                0.88553,                0.89468,                0.91332,                0.57219,                 1.0786,                0.65592,                  1.134,                0.00571,                0.00571,                0.00571
                    133,                 1.1866,                0.68885,                 1.1839,                0.88571,                0.89364,                0.91409,                0.57243,                  1.078,                0.65627,                 1.1339,               0.005677,               0.005677,               0.005677
                    134,                 1.1897,                0.68312,                 1.1868,                 0.8889,                0.89272,                0.91423,                0.57276,                 1.0772,                0.65806,                 1.1332,               0.005644,               0.005644,               0.005644
                    135,                 1.1805,                0.67915,                 1.1842,                 0.8879,                0.89364,                0.91464,                 0.5724,                 1.0775,                0.65907,                 1.1336,               0.005611,               0.005611,               0.005611
                    136,                 1.1776,                0.68462,                 1.1845,                0.88744,                0.89364,                0.91461,                0.57174,                  1.078,                0.65988,                 1.1342,               0.005578,               0.005578,               0.005578
                    137,                 1.1612,                0.67521,                 1.1844,                0.88618,                 0.8926,                0.91409,                0.57263,                 1.0782,                0.65996,                 1.1348,               0.005545,               0.005545,               0.005545
                    138,                 1.1681,                0.66988,                 1.1767,                0.88631,                0.89364,                0.91501,                0.57349,                 1.0783,                 0.6598,                 1.1352,               0.005512,               0.005512,               0.005512
                    139,                 1.1675,                0.66909,                 1.1728,                0.88477,                0.89671,                0.91714,                0.57294,                  1.079,                 0.6597,                 1.1363,               0.005479,               0.005479,               0.005479
                    140,                 1.1714,                0.66849,                 1.1691,                0.88381,                0.89572,                0.91729,                0.57335,                  1.079,                0.65995,                 1.1367,               0.005446,               0.005446,               0.005446
